"","timebyday","year","month","day","hour","season","pm2.5","cbwd","Iws","Is","Ir","DEWP","TEMP","PRES","quality"
"6640","2014-4-8",2014,4,8,13,2,175,"SE",3.13,0,0,3,23,1013,"unhealthy"
"6641","2014-4-8",2014,4,8,14,2,158,"SE",7.15,0,0,0,25,1012,"unhealthy"
"6642","2014-4-8",2014,4,8,15,2,152,"SE",11.17,0,0,-2,25,1011,"unhealthy"
"6643","2014-4-8",2014,4,8,16,2,158,"SE",16.09,0,0,-1,25,1010,"unhealthy"
"6644","2014-4-8",2014,4,8,17,2,139,"SE",21.01,0,0,0,25,1010,"unhealthy"
"6645","2014-4-8",2014,4,8,18,2,138,"SE",25.03,0,0,-1,23,1010,"unhealthy"
"6646","2014-4-8",2014,4,8,19,2,151,"SE",28.16,0,0,2,21,1010,"unhealthy"
"6647","2014-4-8",2014,4,8,20,2,146,"SE",29.95,0,0,3,21,1011,"unhealthy"
"6648","2014-4-8",2014,4,8,21,2,139,"SE",31.74,0,0,3,20,1011,"unhealthy"
"6649","2014-4-8",2014,4,8,22,2,136,"SE",34.87,0,0,3,19,1011,"unhealthy"
"6650","2014-4-8",2014,4,8,23,2,138,"SE",38,0,0,4,18,1011,"unhealthy"
"6651","2014-4-9",2014,4,9,0,2,136,"SE",42.02,0,0,4,18,1010,"unhealthy"
"6652","2014-4-9",2014,4,9,1,2,136,"SE",45.15,0,0,5,17,1010,"unhealthy"
"6653","2014-4-9",2014,4,9,2,2,140,"SE",48.28,0,0,6,16,1010,"unhealthy"
"6654","2014-4-9",2014,4,9,3,2,145,"SE",50.07,0,0,7,16,1009,"unhealthy"
"6655","2014-4-9",2014,4,9,4,2,147,"SE",51.86,0,0,7,15,1009,"unhealthy"
"6656","2014-4-9",2014,4,9,5,2,151,"SE",53.65,0,0,7,14,1009,"unhealthy"
"6657","2014-4-9",2014,4,9,6,2,153,"cv",0.89,0,0,7,13,1010,"unhealthy"
"6658","2014-4-9",2014,4,9,7,2,196,"cv",1.78,0,0,8,14,1010,"unhealthy"
"6659","2014-4-9",2014,4,9,8,2,182,"cv",2.67,0,0,9,16,1010,"unhealthy"
"6660","2014-4-9",2014,4,9,9,2,162,"NE",1.79,0,0,8,19,1010,"unhealthy"
"6661","2014-4-9",2014,4,9,10,2,164,"SE",3.13,0,0,7,22,1009,"unhealthy"
"6662","2014-4-9",2014,4,9,11,2,133,"SE",7.15,0,0,2,26,1009,"unhealthy"
"6663","2014-4-9",2014,4,9,12,2,62,"NW",4.92,0,0,-7,28,1008,"moderate"
"6664","2014-4-9",2014,4,9,13,2,60,"NW",12.07,0,0,-9,30,1008,"moderate"
"6665","2014-4-9",2014,4,9,14,2,49,"NE",4.92,0,0,-6,30,1008,"good"
"6666","2014-4-9",2014,4,9,15,2,62,"NE",12.07,0,0,-7,29,1008,"moderate"
"6667","2014-4-9",2014,4,9,16,2,56,"NE",19.22,0,0,-8,28,1009,"moderate"
"6668","2014-4-9",2014,4,9,17,2,65,"NE",26.37,0,0,-8,27,1010,"moderate"
"6669","2014-4-9",2014,4,9,18,2,73,"NE",30.39,0,0,-8,26,1011,"moderate"
"6670","2014-4-9",2014,4,9,19,2,80,"SE",7.15,0,0,-1,24,1013,"moderate"
"6671","2014-4-9",2014,4,9,20,2,580,"SE",12.96,0,0,-3,22,1015,"posisonous"
"6672","2014-4-9",2014,4,9,21,2,217,"SE",17.88,0,0,-6,21,1016,"unhealthy"
"6673","2014-4-9",2014,4,9,22,2,159,"SE",19.67,0,0,-4,19,1018,"unhealthy"
"6674","2014-4-9",2014,4,9,23,2,181,"SE",24.59,0,0,-5,19,1019,"unhealthy"
"6675","2014-4-10",2014,4,10,0,2,165,"SE",27.72,0,0,1,16,1020,"unhealthy"
"6676","2014-4-10",2014,4,10,1,2,175,"SE",30.85,0,0,1,15,1021,"unhealthy"
"6677","2014-4-10",2014,4,10,2,2,112,"SE",32.64,0,0,1,14,1021,"unhealthy"
"6678","2014-4-10",2014,4,10,3,2,101,"cv",0.89,0,0,1,14,1021,"unhealthy"
"6679","2014-4-10",2014,4,10,4,2,111,"SE",1.79,0,0,1,14,1022,"unhealthy"
"6680","2014-4-10",2014,4,10,5,2,102,"SE",2.68,0,0,2,13,1021,"unhealthy"
"6681","2014-4-10",2014,4,10,6,2,106,"SE",6.7,0,0,1,14,1022,"unhealthy"
"6682","2014-4-10",2014,4,10,7,2,95,"SE",10.72,0,0,0,14,1023,"moderate"
"6683","2014-4-10",2014,4,10,8,2,101,"SE",12.51,0,0,0,15,1023,"unhealthy"
"6684","2014-4-10",2014,4,10,9,2,88,"SE",15.64,0,0,-2,16,1024,"moderate"
"6685","2014-4-10",2014,4,10,10,2,125,"SE",18.77,0,0,-3,17,1024,"unhealthy"
"6686","2014-4-10",2014,4,10,11,2,93,"SE",20.56,0,0,-3,17,1024,"moderate"
"6687","2014-4-10",2014,4,10,12,2,71,"SE",22.35,0,0,-4,17,1023,"moderate"
"6688","2014-4-10",2014,4,10,13,2,74,"SE",25.48,0,0,-4,18,1023,"moderate"
"6689","2014-4-10",2014,4,10,14,2,68,"cv",3.13,0,0,-5,18,1022,"moderate"
"6690","2014-4-10",2014,4,10,16,2,51,"SE",6.26,0,0,-9,18,1020,"moderate"
"6691","2014-4-10",2014,4,10,17,2,62,"SE",9.39,0,0,-8,17,1020,"moderate"
"6692","2014-4-10",2014,4,10,18,2,64,"SE",12.52,0,0,-7,17,1020,"moderate"
"6693","2014-4-10",2014,4,10,19,2,66,"SE",13.41,0,0,-6,15,1020,"moderate"
"6694","2014-4-10",2014,4,10,20,2,63,"cv",0.89,0,0,-1,14,1020,"moderate"
"6695","2014-4-10",2014,4,10,21,2,65,"cv",1.78,0,0,-2,15,1021,"moderate"
"6696","2014-4-10",2014,4,10,22,2,72,"cv",2.67,0,0,0,14,1021,"moderate"
"6697","2014-4-10",2014,4,10,23,2,67,"SE",1.79,0,1,-3,15,1021,"moderate"
"6698","2014-4-11",2014,4,11,0,2,51,"SE",3.58,0,2,-1,14,1021,"moderate"
"6699","2014-4-11",2014,4,11,1,2,67,"SE",5.37,0,3,-2,14,1020,"moderate"
"6700","2014-4-11",2014,4,11,2,2,64,"SE",8.5,0,0,-3,14,1020,"moderate"
"6701","2014-4-11",2014,4,11,3,2,71,"SE",10.29,0,0,-2,13,1021,"moderate"
"6702","2014-4-11",2014,4,11,4,2,76,"SE",12.08,0,0,-1,13,1020,"moderate"
"6703","2014-4-11",2014,4,11,5,2,69,"SE",15.21,0,0,-3,13,1020,"moderate"
"6704","2014-4-11",2014,4,11,6,2,69,"SE",18.34,0,0,-4,13,1020,"moderate"
"6705","2014-4-11",2014,4,11,7,2,76,"cv",0.89,0,0,-4,13,1020,"moderate"
"6706","2014-4-11",2014,4,11,8,2,48,"NE",1.79,0,0,-1,13,1021,"good"
"6707","2014-4-11",2014,4,11,9,2,46,"NE",3.58,0,0,-1,13,1021,"good"
"6708","2014-4-11",2014,4,11,10,2,47,"cv",0.89,0,0,-1,14,1021,"good"
"6709","2014-4-11",2014,4,11,11,2,41,"cv",1.78,0,0,-2,14,1021,"good"
"6710","2014-4-11",2014,4,11,12,2,40,"SE",1.79,0,0,-4,16,1020,"good"
"6711","2014-4-11",2014,4,11,13,2,43,"NW",1.79,0,0,-5,17,1019,"good"
"6712","2014-4-11",2014,4,11,14,2,36,"cv",1.79,0,0,-5,17,1018,"good"
"6713","2014-4-11",2014,4,11,15,2,41,"SE",3.13,0,0,-6,18,1017,"good"
"6714","2014-4-11",2014,4,11,16,2,39,"SE",4.92,0,0,-6,17,1017,"good"
"6715","2014-4-11",2014,4,11,17,2,52,"SE",8.05,0,0,-6,17,1016,"moderate"
"6716","2014-4-11",2014,4,11,18,2,59,"SE",9.84,0,0,-6,16,1016,"moderate"
"6717","2014-4-11",2014,4,11,19,2,60,"SE",11.63,0,0,-5,15,1016,"moderate"
"6718","2014-4-11",2014,4,11,20,2,68,"SE",13.42,0,0,-4,14,1017,"moderate"
"6719","2014-4-11",2014,4,11,21,2,83,"SE",15.21,0,0,-3,13,1017,"moderate"
"6720","2014-4-11",2014,4,11,22,2,103,"SE",17,0,0,-3,13,1018,"unhealthy"
"6721","2014-4-11",2014,4,11,23,2,98,"SE",18.79,0,0,-2,13,1018,"moderate"
"6722","2014-4-12",2014,4,12,0,2,78,"SE",20.58,0,0,-2,12,1017,"moderate"
"6723","2014-4-12",2014,4,12,1,2,82,"cv",0.89,0,0,-1,10,1017,"moderate"
"6724","2014-4-12",2014,4,12,2,2,88,"cv",1.78,0,0,0,8,1017,"moderate"
"6725","2014-4-12",2014,4,12,3,2,96,"NE",0.89,0,0,-1,8,1017,"moderate"
"6726","2014-4-12",2014,4,12,4,2,118,"NE",1.78,0,0,-1,7,1016,"unhealthy"
"6727","2014-4-12",2014,4,12,5,2,128,"cv",0.45,0,0,1,7,1016,"unhealthy"
"6728","2014-4-12",2014,4,12,6,2,143,"NW",0.89,0,0,0,6,1017,"unhealthy"
"6729","2014-4-12",2014,4,12,7,2,158,"NE",0.89,0,0,2,9,1017,"unhealthy"
"6730","2014-4-12",2014,4,12,8,2,143,"NE",2.68,0,0,-1,12,1017,"unhealthy"
"6731","2014-4-12",2014,4,12,9,2,190,"NW",1.79,0,0,-2,15,1017,"unhealthy"
"6732","2014-4-12",2014,4,12,10,2,151,"cv",0.89,0,0,-3,17,1018,"unhealthy"
"6733","2014-4-12",2014,4,12,11,2,187,"cv",2.68,0,0,-4,19,1017,"unhealthy"
"6734","2014-4-12",2014,4,12,12,2,114,"SE",3.13,0,0,-4,20,1016,"unhealthy"
"6735","2014-4-12",2014,4,12,13,2,88,"SE",7.15,0,0,-7,21,1015,"moderate"
"6736","2014-4-12",2014,4,12,14,2,78,"SE",11.17,0,0,-6,21,1015,"moderate"
"6737","2014-4-12",2014,4,12,15,2,75,"SE",14.3,0,0,-6,21,1014,"moderate"
"6738","2014-4-12",2014,4,12,16,2,89,"SE",18.32,0,0,-5,21,1013,"moderate"
"6739","2014-4-12",2014,4,12,17,2,91,"SE",22.34,0,0,-5,21,1014,"moderate"
"6740","2014-4-12",2014,4,12,18,2,109,"cv",0.89,0,0,-4,20,1014,"unhealthy"
"6741","2014-4-12",2014,4,12,19,2,119,"SE",3.13,0,0,-2,18,1014,"unhealthy"
"6742","2014-4-12",2014,4,12,20,2,119,"SE",6.26,0,0,-2,17,1015,"unhealthy"
"6743","2014-4-12",2014,4,12,21,2,110,"SE",9.39,0,0,-2,16,1016,"unhealthy"
"6744","2014-4-12",2014,4,12,22,2,120,"SE",12.52,0,0,-2,15,1016,"unhealthy"
"6745","2014-4-12",2014,4,12,23,2,155,"SE",14.31,0,0,0,13,1017,"unhealthy"
"6746","2014-4-13",2014,4,13,0,2,120,"SE",16.1,0,0,1,12,1017,"unhealthy"
"6747","2014-4-13",2014,4,13,1,2,128,"SE",17.89,0,0,1,12,1017,"unhealthy"
"6748","2014-4-13",2014,4,13,2,2,131,"cv",0.89,0,0,2,11,1017,"unhealthy"
"6749","2014-4-13",2014,4,13,3,2,142,"cv",1.78,0,0,2,10,1017,"unhealthy"
"6750","2014-4-13",2014,4,13,4,2,144,"NE",1.79,0,0,2,9,1017,"unhealthy"
"6751","2014-4-13",2014,4,13,5,2,150,"NE",2.68,0,0,1,8,1017,"unhealthy"
"6752","2014-4-13",2014,4,13,6,2,151,"SE",0.89,0,0,2,8,1017,"unhealthy"
"6753","2014-4-13",2014,4,13,7,2,149,"NE",0.89,0,0,4,9,1018,"unhealthy"
"6754","2014-4-13",2014,4,13,8,2,157,"SE",1.79,0,0,5,12,1019,"unhealthy"
"6755","2014-4-13",2014,4,13,9,2,173,"cv",0.89,0,0,5,15,1019,"unhealthy"
"6756","2014-4-13",2014,4,13,10,2,182,"cv",1.78,0,0,5,17,1019,"unhealthy"
"6757","2014-4-13",2014,4,13,11,2,188,"SE",1.79,0,0,4,19,1019,"unhealthy"
"6758","2014-4-13",2014,4,13,12,2,175,"SE",5.81,0,0,3,21,1018,"unhealthy"
"6759","2014-4-13",2014,4,13,13,2,167,"SE",9.83,0,0,2,22,1017,"unhealthy"
"6760","2014-4-13",2014,4,13,14,2,162,"SE",13.85,0,0,2,23,1016,"unhealthy"
"6761","2014-4-13",2014,4,13,15,2,157,"SE",17.87,0,0,2,24,1015,"unhealthy"
"6762","2014-4-13",2014,4,13,16,2,147,"SE",21.89,0,0,2,24,1015,"unhealthy"
"6763","2014-4-13",2014,4,13,17,2,157,"SE",25.91,0,0,3,23,1014,"unhealthy"
"6764","2014-4-13",2014,4,13,18,2,159,"SE",29.04,0,0,4,22,1015,"unhealthy"
"6765","2014-4-13",2014,4,13,19,2,134,"SE",30.83,0,0,4,20,1015,"unhealthy"
"6766","2014-4-13",2014,4,13,20,2,136,"SE",33.96,0,0,5,19,1016,"unhealthy"
"6767","2014-4-13",2014,4,13,21,2,158,"SE",37.98,0,0,5,18,1017,"unhealthy"
"6768","2014-4-13",2014,4,13,22,2,186,"SE",39.77,0,0,7,16,1017,"unhealthy"
"6769","2014-4-13",2014,4,13,23,2,231,"SE",41.56,0,0,7,16,1017,"unhealthy"
"6770","2014-4-14",2014,4,14,0,2,254,"SE",43.35,0,0,8,15,1017,"unhealthy"
"6771","2014-4-14",2014,4,14,1,2,249,"SE",45.14,0,0,7,14,1017,"unhealthy"
"6772","2014-4-14",2014,4,14,2,2,262,"cv",0.89,0,0,7,13,1017,"unhealthy"
"6773","2014-4-14",2014,4,14,3,2,282,"SE",1.79,0,0,7,13,1017,"unhealthy"
"6774","2014-4-14",2014,4,14,4,2,280,"NE",0.89,0,0,7,11,1017,"unhealthy"
"6775","2014-4-14",2014,4,14,5,2,268,"NE",1.78,0,0,7,11,1017,"unhealthy"
"6776","2014-4-14",2014,4,14,6,2,255,"SE",0.89,0,0,6,10,1018,"unhealthy"
"6777","2014-4-14",2014,4,14,7,2,247,"cv",0.89,0,0,7,12,1018,"unhealthy"
"6778","2014-4-14",2014,4,14,8,2,244,"SE",1.79,0,0,7,14,1018,"unhealthy"
"6779","2014-4-14",2014,4,14,9,2,270,"cv",0.89,0,0,8,16,1018,"unhealthy"
"6780","2014-4-14",2014,4,14,10,2,280,"cv",1.78,0,0,8,18,1018,"unhealthy"
"6781","2014-4-14",2014,4,14,11,2,274,"SE",1.79,0,0,9,20,1018,"unhealthy"
"6782","2014-4-14",2014,4,14,12,2,280,"SE",3.58,0,0,9,22,1017,"unhealthy"
"6783","2014-4-14",2014,4,14,13,2,266,"SE",7.6,0,0,8,24,1016,"unhealthy"
"6784","2014-4-14",2014,4,14,14,2,239,"cv",3.13,0,0,8,25,1015,"unhealthy"
"6785","2014-4-14",2014,4,14,15,2,225,"SE",4.02,0,0,8,25,1014,"unhealthy"
"6786","2014-4-14",2014,4,14,18,2,224,"SE",14.3,0,0,10,24,1013,"unhealthy"
"6787","2014-4-14",2014,4,14,19,2,246,"SE",17.43,0,0,10,24,1013,"unhealthy"
"6788","2014-4-14",2014,4,14,20,2,252,"SE",19.22,0,0,10,22,1014,"unhealthy"
"6789","2014-4-14",2014,4,14,21,2,274,"SE",21.01,0,0,11,20,1014,"unhealthy"
"6790","2014-4-14",2014,4,14,22,2,187,"SE",24.14,0,0,10,19,1015,"unhealthy"
"6791","2014-4-14",2014,4,14,23,2,80,"SE",27.27,0,0,7,20,1015,"moderate"
"6792","2014-4-15",2014,4,15,0,2,56,"cv",0.89,0,0,8,17,1016,"moderate"
"6793","2014-4-15",2014,4,15,1,2,55,"SE",3.13,0,0,8,16,1016,"moderate"
"6794","2014-4-15",2014,4,15,2,2,55,"SE",4.92,0,0,7,18,1016,"moderate"
"6795","2014-4-15",2014,4,15,3,2,57,"SE",8.05,0,0,7,16,1016,"moderate"
"6796","2014-4-15",2014,4,15,4,2,67,"SE",9.84,0,0,8,15,1017,"moderate"
"6797","2014-4-15",2014,4,15,5,2,69,"SE",12.97,0,0,8,17,1017,"moderate"
"6798","2014-4-15",2014,4,15,6,2,78,"SE",14.76,0,0,8,15,1018,"moderate"
"6799","2014-4-15",2014,4,15,7,2,83,"cv",0.89,0,0,9,15,1019,"moderate"
"6800","2014-4-15",2014,4,15,8,2,105,"SE",1.79,0,0,9,18,1020,"unhealthy"
"6801","2014-4-15",2014,4,15,9,2,112,"SE",5.81,0,0,9,20,1021,"unhealthy"
"6802","2014-4-15",2014,4,15,10,2,104,"SE",9.83,0,0,7,21,1021,"unhealthy"
"6803","2014-4-15",2014,4,15,11,2,103,"SE",14.75,0,0,9,23,1021,"unhealthy"
"6804","2014-4-15",2014,4,15,12,2,93,"SE",21.9,0,0,10,22,1020,"moderate"
"6805","2014-4-15",2014,4,15,13,2,106,"SE",27.71,0,0,1,21,1020,"unhealthy"
"6806","2014-4-15",2014,4,15,14,2,53,"SE",33.52,0,0,-2,20,1019,"moderate"
"6807","2014-4-15",2014,4,15,15,2,54,"SE",39.33,0,0,-4,20,1019,"moderate"
"6808","2014-4-15",2014,4,15,16,2,48,"SE",44.25,0,0,-3,21,1018,"good"
"6809","2014-4-15",2014,4,15,17,2,38,"SE",48.27,0,0,-2,20,1018,"good"
"6810","2014-4-15",2014,4,15,18,2,40,"SE",51.4,0,0,-3,18,1018,"good"
"6811","2014-4-15",2014,4,15,19,2,34,"SE",54.53,0,0,-5,18,1018,"good"
"6812","2014-4-15",2014,4,15,20,2,47,"SE",58.55,0,0,-6,17,1019,"good"
"6813","2014-4-15",2014,4,15,21,2,54,"SE",61.68,0,0,-5,16,1019,"moderate"
"6814","2014-4-15",2014,4,15,22,2,65,"SE",64.81,0,0,-5,16,1019,"moderate"
"6815","2014-4-15",2014,4,15,23,2,41,"cv",0.89,0,0,-2,15,1019,"good"
"6816","2014-4-16",2014,4,16,0,2,39,"SE",0.89,0,0,-1,14,1018,"good"
"6817","2014-4-16",2014,4,16,1,2,35,"NE",0.89,0,0,0,14,1018,"good"
"6818","2014-4-16",2014,4,16,2,2,51,"cv",0.89,0,0,0,13,1017,"moderate"
"6819","2014-4-16",2014,4,16,3,2,54,"cv",1.78,0,0,-2,14,1017,"moderate"
"6820","2014-4-16",2014,4,16,4,2,69,"cv",2.23,0,0,-1,13,1016,"moderate"
"6821","2014-4-16",2014,4,16,5,2,59,"SE",0.89,0,0,2,13,1016,"moderate"
"6822","2014-4-16",2014,4,16,6,2,51,"cv",0.89,0,0,1,12,1015,"moderate"
"6823","2014-4-16",2014,4,16,7,2,45,"cv",1.78,0,0,2,13,1016,"good"
"6824","2014-4-16",2014,4,16,8,2,44,"SE",0.89,0,0,2,15,1016,"good"
"6825","2014-4-16",2014,4,16,9,2,52,"SE",1.78,0,0,0,16,1016,"moderate"
"6826","2014-4-16",2014,4,16,10,2,52,"cv",0.89,0,0,-6,18,1016,"moderate"
"6827","2014-4-16",2014,4,16,11,2,47,"SE",1.79,0,0,-9,18,1015,"good"
"6828","2014-4-16",2014,4,16,12,2,51,"cv",0.89,0,0,-6,19,1014,"moderate"
"6829","2014-4-16",2014,4,16,13,2,85,"cv",1.78,0,0,-8,21,1014,"moderate"
"6830","2014-4-16",2014,4,16,14,2,80,"cv",3.57,0,0,-7,21,1013,"moderate"
"6831","2014-4-16",2014,4,16,15,2,62,"cv",4.46,0,0,-7,21,1012,"moderate"
"6832","2014-4-16",2014,4,16,16,2,57,"SE",1.79,0,0,-9,20,1011,"moderate"
"6833","2014-4-16",2014,4,16,17,2,56,"SE",3.58,0,0,-5,20,1011,"moderate"
"6834","2014-4-16",2014,4,16,18,2,67,"SE",5.37,0,0,-7,20,1011,"moderate"
"6835","2014-4-16",2014,4,16,19,2,96,"SE",6.26,0,0,-6,19,1010,"moderate"
"6836","2014-4-16",2014,4,16,20,2,91,"SE",7.15,0,0,-6,18,1011,"moderate"
"6837","2014-4-16",2014,4,16,21,2,84,"SE",8.94,0,0,-4,16,1011,"moderate"
"6838","2014-4-16",2014,4,16,22,2,101,"cv",0.89,0,0,-2,15,1011,"unhealthy"
"6839","2014-4-16",2014,4,16,23,2,134,"cv",1.78,0,0,-2,16,1011,"unhealthy"
"6840","2014-4-17",2014,4,17,0,2,127,"SE",0.89,0,0,-2,15,1011,"unhealthy"
"6841","2014-4-17",2014,4,17,1,2,123,"SE",2.68,0,0,1,15,1010,"unhealthy"
"6842","2014-4-17",2014,4,17,2,2,112,"SE",4.47,0,0,-1,15,1010,"unhealthy"
"6843","2014-4-17",2014,4,17,3,2,109,"SE",6.26,0,0,0,15,1010,"unhealthy"
"6844","2014-4-17",2014,4,17,4,2,145,"SE",8.05,0,1,0,14,1010,"unhealthy"
"6845","2014-4-17",2014,4,17,5,2,124,"cv",0.89,0,2,4,12,1011,"unhealthy"
"6846","2014-4-17",2014,4,17,6,2,107,"cv",1.78,0,3,6,11,1011,"unhealthy"
"6847","2014-4-17",2014,4,17,7,2,109,"NE",1.79,0,4,7,11,1012,"unhealthy"
"6848","2014-4-17",2014,4,17,8,2,110,"cv",0.89,0,5,7,11,1013,"unhealthy"
"6849","2014-4-17",2014,4,17,9,2,116,"NE",3.13,0,6,7,12,1013,"unhealthy"
"6850","2014-4-17",2014,4,17,10,2,105,"NW",3.13,0,7,8,12,1014,"unhealthy"
"6851","2014-4-17",2014,4,17,11,2,93,"NW",6.26,0,0,8,12,1014,"moderate"
"6852","2014-4-17",2014,4,17,12,2,106,"NW",9.39,0,0,8,13,1014,"unhealthy"
"6853","2014-4-17",2014,4,17,13,2,103,"NE",3.13,0,0,8,15,1013,"unhealthy"
"6854","2014-4-17",2014,4,17,14,2,102,"cv",1.79,0,0,7,17,1012,"unhealthy"
"6855","2014-4-17",2014,4,17,15,2,101,"NW",1.79,0,0,9,17,1012,"unhealthy"
"6856","2014-4-17",2014,4,17,16,2,101,"SE",3.13,0,0,9,17,1012,"unhealthy"
"6857","2014-4-17",2014,4,17,17,2,117,"SE",4.92,0,0,9,17,1012,"unhealthy"
"6858","2014-4-17",2014,4,17,18,2,131,"SE",6.71,0,0,10,16,1013,"unhealthy"
"6859","2014-4-17",2014,4,17,19,2,128,"SE",8.5,0,0,10,16,1013,"unhealthy"
"6860","2014-4-17",2014,4,17,20,2,127,"SE",10.29,0,0,10,16,1014,"unhealthy"
"6861","2014-4-17",2014,4,17,21,2,141,"SE",12.08,0,0,10,16,1015,"unhealthy"
"6862","2014-4-17",2014,4,17,22,2,137,"SE",15.21,0,0,10,15,1016,"unhealthy"
"6863","2014-4-17",2014,4,17,23,2,151,"SE",17,0,0,10,15,1017,"unhealthy"
"6864","2014-4-18",2014,4,18,0,2,152,"SE",18.79,0,0,10,14,1017,"unhealthy"
"6865","2014-4-18",2014,4,18,1,2,148,"SE",20.58,0,0,11,14,1017,"unhealthy"
"6866","2014-4-18",2014,4,18,2,2,151,"SE",21.47,0,0,11,13,1017,"unhealthy"
"6867","2014-4-18",2014,4,18,3,2,156,"SE",23.26,0,0,11,13,1017,"unhealthy"
"6868","2014-4-18",2014,4,18,4,2,143,"cv",0.89,0,0,11,13,1017,"unhealthy"
"6869","2014-4-18",2014,4,18,5,2,141,"NE",0.89,0,0,11,13,1018,"unhealthy"
"6870","2014-4-18",2014,4,18,6,2,140,"NE",1.78,0,0,11,12,1019,"unhealthy"
"6871","2014-4-18",2014,4,18,7,2,150,"cv",0.89,0,0,12,13,1019,"unhealthy"
"6872","2014-4-18",2014,4,18,8,2,162,"cv",1.78,0,0,12,14,1020,"unhealthy"
"6873","2014-4-18",2014,4,18,9,2,171,"cv",2.67,0,0,11,17,1020,"unhealthy"
"6874","2014-4-18",2014,4,18,10,2,179,"cv",3.56,0,0,11,18,1020,"unhealthy"
"6875","2014-4-18",2014,4,18,11,2,193,"cv",5.35,0,0,11,20,1021,"unhealthy"
"6876","2014-4-18",2014,4,18,12,2,170,"SE",3.13,0,0,12,20,1020,"unhealthy"
"6877","2014-4-18",2014,4,18,13,2,167,"SE",6.26,0,0,11,20,1019,"unhealthy"
"6878","2014-4-18",2014,4,18,14,2,158,"SE",9.39,0,0,11,20,1019,"unhealthy"
"6879","2014-4-18",2014,4,18,15,2,158,"SE",12.52,0,0,11,20,1018,"unhealthy"
"6880","2014-4-18",2014,4,18,16,2,176,"SE",16.54,0,0,11,20,1018,"unhealthy"
"6881","2014-4-18",2014,4,18,17,2,162,"SE",20.56,0,0,11,19,1018,"unhealthy"
"6882","2014-4-18",2014,4,18,18,2,153,"SE",25.48,0,0,11,18,1018,"unhealthy"
"6883","2014-4-18",2014,4,18,19,2,129,"SE",31.29,0,0,5,16,1019,"unhealthy"
"6884","2014-4-18",2014,4,18,20,2,92,"SE",34.42,0,0,5,15,1021,"moderate"
"6885","2014-4-18",2014,4,18,21,2,83,"SE",37.55,0,0,4,14,1022,"moderate"
"6886","2014-4-18",2014,4,18,22,2,74,"SE",41.57,0,0,3,14,1022,"moderate"
"6887","2014-4-18",2014,4,18,23,2,86,"SE",44.7,0,0,2,14,1023,"moderate"
"6888","2014-4-19",2014,4,19,0,2,83,"SE",46.49,0,0,3,13,1023,"moderate"
"6889","2014-4-19",2014,4,19,1,2,84,"cv",0.89,0,0,5,12,1023,"moderate"
"6890","2014-4-19",2014,4,19,2,2,84,"cv",1.78,0,0,3,12,1022,"moderate"
"6891","2014-4-19",2014,4,19,3,2,77,"cv",2.67,0,0,4,12,1022,"moderate"
"6892","2014-4-19",2014,4,19,4,2,75,"cv",3.56,0,0,4,12,1021,"moderate"
"6893","2014-4-19",2014,4,19,5,2,64,"SE",0.89,0,0,6,12,1021,"moderate"
"6894","2014-4-19",2014,4,19,6,2,59,"SE",1.78,0,0,5,12,1022,"moderate"
"6895","2014-4-19",2014,4,19,7,2,59,"SE",3.57,0,0,4,13,1022,"moderate"
"6896","2014-4-19",2014,4,19,8,2,72,"SE",5.36,0,0,4,13,1022,"moderate"
"6897","2014-4-19",2014,4,19,9,2,69,"SE",7.15,0,0,4,14,1022,"moderate"
"6898","2014-4-19",2014,4,19,10,2,69,"SE",8.94,0,1,4,14,1022,"moderate"
"6899","2014-4-19",2014,4,19,11,2,56,"SE",13.86,0,2,-1,15,1022,"moderate"
"6900","2014-4-19",2014,4,19,12,2,44,"SE",16.99,0,3,-2,14,1022,"good"
"6901","2014-4-19",2014,4,19,13,2,48,"SE",18.78,0,4,1,14,1022,"good"
"6902","2014-4-19",2014,4,19,14,2,40,"SE",23.7,0,0,3,14,1021,"good"
"6903","2014-4-19",2014,4,19,15,2,46,"SE",28.62,0,1,4,13,1020,"good"
"6904","2014-4-19",2014,4,19,16,2,55,"SE",34.43,0,2,4,14,1019,"moderate"
"6905","2014-4-19",2014,4,19,17,2,57,"SE",38.45,0,0,3,14,1019,"moderate"
"6906","2014-4-19",2014,4,19,18,2,52,"SE",42.47,0,0,3,14,1018,"moderate"
"6907","2014-4-19",2014,4,19,19,2,55,"SE",45.6,0,0,4,12,1018,"moderate"
"6908","2014-4-19",2014,4,19,20,2,59,"SE",48.73,0,0,4,11,1018,"moderate"
"6909","2014-4-19",2014,4,19,21,2,67,"SE",50.52,0,0,5,11,1019,"moderate"
"6910","2014-4-19",2014,4,19,22,2,72,"cv",0.89,0,0,5,9,1019,"moderate"
"6911","2014-4-19",2014,4,19,23,2,78,"SE",1.79,0,0,5,9,1019,"moderate"
"6912","2014-4-20",2014,4,20,0,2,95,"cv",0.89,0,0,5,8,1019,"moderate"
"6913","2014-4-20",2014,4,20,1,2,105,"NE",0.89,0,0,6,8,1019,"unhealthy"
"6914","2014-4-20",2014,4,20,2,2,112,"NE",1.78,0,0,5,8,1018,"unhealthy"
"6915","2014-4-20",2014,4,20,3,2,128,"cv",0.89,0,0,5,7,1018,"unhealthy"
"6916","2014-4-20",2014,4,20,4,2,127,"cv",1.78,0,0,5,7,1018,"unhealthy"
